"sample"	"description"	"taxon"	"taxon_rel_function_abun"
"3069"	"HC-XY"	"Glycerolipid metabolism"	"Klebsiella"	63.7546327260679
"3070"	"HC-XY"	"Glycerolipid metabolism"	"Lachnospiraceae"	1.20398581788952
"3071"	"HC-XY"	"Glycerolipid metabolism"	"Pseudomonas"	0.464911213986203
"3072"	"HC-XY"	"Glycerolipid metabolism"	"Serratia"	0.04533015076302
"3073"	"HC-XY"	"Glycerolipid metabolism"	"Stenotrophomonas"	0.10616082839055
"3074"	"HC-XY"	"Glycerophospholipid metabolism"	"Achromobacter"	0.053744921712229
"3075"	"HC-XY"	"Glycerophospholipid metabolism"	"Acinetobacter"	4.9375767356267
"3076"	"HC-XY"	"Glycerophospholipid metabolism"	"Anaerospora"	0.056898020339369
"3077"	"HC-XY"	"Glycerophospholipid metabolism"	"Clostridium_sensu_stricto_10"	0.934912569497864
"3078"	"HC-XY"	"Glycerophospholipid metabolism"	"Enterobacteriaceae"	0.076979674576793
"3079"	"HC-XY"	"Glycerophospholipid metabolism"	"Klebsiella"	58.7651958156527
"3080"	"HC-XY"	"Glycerophospholipid metabolism"	"Lachnospiraceae"	0.550393516749494
"3081"	"HC-XY"	"Glycerophospholipid metabolism"	"Pseudomonas"	0.669472148140132
"3082"	"HC-XY"	"Glycerophospholipid metabolism"	"Serratia"	0.072528241220831
"3083"	"HC-XY"	"Glycerophospholipid metabolism"	"Stenotrophomonas"	0.218387989831989
"3084"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Achromobacter"	0.13934301933688
"3085"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Acinetobacter"	10.1813282208583
"3086"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Anaerospora"	0.140239126326324
"3087"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Clostridium_sensu_stricto_10"	1.08438650852558
"3088"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Enterobacteriaceae"	0.131989765954187
"3089"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Klebsiella"	92.5734324592151
"3090"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Lachnospiraceae"	1.31668040899674
"3091"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Pseudomonas"	1.32293860022807
"3092"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Serratia"	0.126186098304143
"3093"	"HC-XY"	"Glycine, serine and threonine metabolism"	"Stenotrophomonas"	0.337738518765126
"3094"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Achromobacter"	0.094419544560372
"3095"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Acinetobacter"	7.37322098523275
"3096"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Anaerospora"	0.120367218252966
"3097"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Clostridium_sensu_stricto_10"	1.68694586965605
"3098"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Enterobacteriaceae"	0.136610545283644
"3099"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Klebsiella"	108.177989634993
"3100"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Lachnospiraceae"	1.54105441486813
"3101"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Pseudomonas"	0.913319241059937
"3102"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Serratia"	0.120339451881974
"3103"	"HC-XY"	"Glycolysis / Gluconeogenesis"	"Stenotrophomonas"	0.314037655926425
"3104"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Achromobacter"	0.157067684170069
"3105"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Acinetobacter"	7.64510860978634
"3106"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Anaerospora"	0.103419607638851
"3107"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Clostridium_sensu_stricto_10"	0.424831525496847
"3108"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Enterobacteriaceae"	0.101391772194952
"3109"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Klebsiella"	79.9482573071543
"3110"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Lachnospiraceae"	0.875360795656505
"3111"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Pseudomonas"	0.931418616640224
"3112"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Serratia"	0.084224455299477
"3113"	"HC-XY"	"Glyoxylate and dicarboxylate metabolism"	"Stenotrophomonas"	0.29403613936536
"3114"	"HC-XY"	"Histidine metabolism"	"Achromobacter"	0.138300740479981
"3115"	"HC-XY"	"Histidine metabolism"	"Acinetobacter"	9.71419846012159
"3116"	"HC-XY"	"Histidine metabolism"	"Anaerospora"	0.162973334613123
"3117"	"HC-XY"	"Histidine metabolism"	"Clostridium_sensu_stricto_10"	1.09549455405719
"3118"	"HC-XY"	"Histidine metabolism"	"Enterobacteriaceae"	0.097609697736202
"3119"	"HC-XY"	"Histidine metabolism"	"Klebsiella"	57.5435313609661
"3120"	"HC-XY"	"Histidine metabolism"	"Lachnospiraceae"	0.788247695078804
"3121"	"HC-XY"	"Histidine metabolism"	"Pseudomonas"	1.29129495963517
"3122"	"HC-XY"	"Histidine metabolism"	"Serratia"	0.100723911902072
"3123"	"HC-XY"	"Histidine metabolism"	"Stenotrophomonas"	0.379109093886141
"3124"	"HC-XY"	"Homologous recombination"	"Achromobacter"	0.067444607638875
"3125"	"HC-XY"	"Homologous recombination"	"Acinetobacter"	7.68067492208597
"3126"	"HC-XY"	"Homologous recombination"	"Anaerospora"	0.199143071187791
"3127"	"HC-XY"	"Homologous recombination"	"Clostridium_sensu_stricto_10"	1.63609699662126
"3128"	"HC-XY"	"Homologous recombination"	"Enterobacteriaceae"	0.120489925424546
"3129"	"HC-XY"	"Homologous recombination"	"Klebsiella"	79.5293008999741
"3130"	"HC-XY"	"Homologous recombination"	"Lachnospiraceae"	1.14665315989478
"3131"	"HC-XY"	"Homologous recombination"	"Pseudomonas"	0.793448471869786
"3132"	"HC-XY"	"Homologous recombination"	"Serratia"	0.108792361831246
"3133"	"HC-XY"	"Homologous recombination"	"Stenotrophomonas"	0.372068427121167
"3134"	"HC-XY"	"Hypertrophic cardiomyopathy (HCM)"	"Acinetobacter"	0.288747177522029
"3135"	"HC-XY"	"Hypertrophic cardiomyopathy (HCM)"	"Stenotrophomonas"	0.012771227475555
"3136"	"HC-XY"	"Inositol phosphate metabolism"	"Achromobacter"	0.027491008548455
"3137"	"HC-XY"	"Inositol phosphate metabolism"	"Acinetobacter"	2.86236332500098
"3138"	"HC-XY"	"Inositol phosphate metabolism"	"Anaerospora"	0.012369134856385
"3139"	"HC-XY"	"Inositol phosphate metabolism"	"Clostridium_sensu_stricto_10"	0.203241862934318
"3140"	"HC-XY"	"Inositol phosphate metabolism"	"Enterobacteriaceae"	0.046566154753448
"3141"	"HC-XY"	"Inositol phosphate metabolism"	"Klebsiella"	48.3197827844102
"3142"	"HC-XY"	"Inositol phosphate metabolism"	"Lachnospiraceae"	0.358952293532279
"3143"	"HC-XY"	"Inositol phosphate metabolism"	"Pseudomonas"	0.517466394697687
"3144"	"HC-XY"	"Inositol phosphate metabolism"	"Serratia"	0.063068035844201
"3145"	"HC-XY"	"Inositol phosphate metabolism"	"Stenotrophomonas"	0.10550144436328
"3146"	"HC-XY"	"Insulin signaling pathway"	"Achromobacter"	0.006485058426815
"3147"	"HC-XY"	"Insulin signaling pathway"	"Acinetobacter"	0.562686807478826
"3148"	"HC-XY"	"Insulin signaling pathway"	"Anaerospora"	0.014589235984454
"3149"	"HC-XY"	"Insulin signaling pathway"	"Clostridium_sensu_stricto_10"	0.179790878749589
"3150"	"HC-XY"	"Insulin signaling pathway"	"Enterobacteriaceae"	0.01029828422432
"3151"	"HC-XY"	"Insulin signaling pathway"	"Klebsiella"	6.39780907435889
"3152"	"HC-XY"	"Insulin signaling pathway"	"Lachnospiraceae"	0.10584490706721
"3153"	"HC-XY"	"Insulin signaling pathway"	"Pseudomonas"	0.050862081530115
"3154"	"HC-XY"	"Insulin signaling pathway"	"Serratia"	0.009298492464209
"3155"	"HC-XY"	"Insulin signaling pathway"	"Stenotrophomonas"	0.012443760104387
"3156"	"HC-XY"	"Linoleic acid metabolism"	"Acinetobacter"	9.14366062153092
"3157"	"HC-XY"	"Linoleic acid metabolism"	"Anaerospora"	0.047415016949474
"3158"	"HC-XY"	"Linoleic acid metabolism"	"Clostridium_sensu_stricto_10"	0.389546903957443
"3159"	"HC-XY"	"Linoleic acid metabolism"	"Lachnospiraceae"	0.229330631978956
"3160"	"HC-XY"	"Linoleic acid metabolism"	"Pseudomonas"	0.165301764972872
"3161"	"HC-XY"	"Linoleic acid metabolism"	"Serratia"	0.020146733672453
"3162"	"HC-XY"	"Linoleic acid metabolism"	"Stenotrophomonas"	0.080884440678515
"3163"	"HC-XY"	"Lipoic acid metabolism"	"Achromobacter"	0.088420325325064
"3164"	"HC-XY"	"Lipoic acid metabolism"	"Acinetobacter"	11.5079033908955
"3165"	"HC-XY"	"Lipoic acid metabolism"	"Clostridium_sensu_stricto_10"	0.817117695438942
"3166"	"HC-XY"	"Lipoic acid metabolism"	"Enterobacteriaceae"	0.140411632629126
"3167"	"HC-XY"	"Lipoic acid metabolism"	"Klebsiella"	87.2307267708445
"3168"	"HC-XY"	"Lipoic acid metabolism"	"Lachnospiraceae"	0.481046353064257
"3169"	"HC-XY"	"Lipoic acid metabolism"	"Pseudomonas"	0.693477452262739
"3170"	"HC-XY"	"Lipoic acid metabolism"	"Serratia"	0.126780003294715
"3171"	"HC-XY"	"Lipoic acid metabolism"	"Stenotrophomonas"	0.339328112187054
"3172"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Achromobacter"	0.078932445593033
"3173"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Acinetobacter"	7.41942937163452
"3174"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Anaerospora"	0.236762518761635
"3175"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Enterobacteriaceae"	0.153199276845764
"3176"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Klebsiella"	90.3169217785613
"3177"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Lachnospiraceae"	0.143142672801305
"3178"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Pseudomonas"	0.980185221667347
"3179"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Serratia"	0.138326180385321
"3180"	"HC-XY"	"Lipopolysaccharide biosynthesis"	"Stenotrophomonas"	0.328159814607119
"3181"	"HC-XY"	"Lysine biosynthesis"	"Achromobacter"	0.132747066758636
"3182"	"HC-XY"	"Lysine biosynthesis"	"Acinetobacter"	9.87258732047023
"3183"	"HC-XY"	"Lysine biosynthesis"	"Anaerospora"	0.21331213071682
"3184"	"HC-XY"	"Lysine biosynthesis"	"Clostridium_sensu_stricto_10"	1.75250554451662
"3185"	"HC-XY"	"Lysine biosynthesis"	"Enterobacteriaceae"	0.120458614993028
"3186"	"HC-XY"	"Lysine biosynthesis"	"Klebsiella"	77.8534903436015
"3187"	"HC-XY"	"Lysine biosynthesis"	"Lachnospiraceae"	1.92587672150288
"3188"	"HC-XY"	"Lysine biosynthesis"	"Pseudomonas"	1.04113050153002
"3189"	"HC-XY"	"Lysine biosynthesis"	"Serratia"	0.102721641614077
"3190"	"HC-XY"	"Lysine biosynthesis"	"Stenotrophomonas"	0.339626372827564
"3191"	"HC-XY"	"Lysine degradation"	"Achromobacter"	0.079622106240339
"3192"	"HC-XY"	"Lysine degradation"	"Acinetobacter"	6.50215866419976
"3193"	"HC-XY"	"Lysine degradation"	"Anaerospora"	0.010536670433217
"3194"	"HC-XY"	"Lysine degradation"	"Clostridium_sensu_stricto_10"	0.259697935971629
"3195"	"HC-XY"	"Lysine degradation"	"Enterobacteriaceae"	0.069418064030603
"3196"	"HC-XY"	"Lysine degradation"	"Klebsiella"	28.5314441207207
"3197"	"HC-XY"	"Lysine degradation"	"Lachnospiraceae"	0.203849450647961
"3198"	"HC-XY"	"Lysine degradation"	"Pseudomonas"	0.77140823654007
"3199"	"HC-XY"	"Lysine degradation"	"Serratia"	0.040293467344906
"3200"	"HC-XY"	"Lysine degradation"	"Stenotrophomonas"	0.125820241055467
"3201"	"HC-XY"	"Methane metabolism"	"Achromobacter"	0.044872420404897
"3202"	"HC-XY"	"Methane metabolism"	"Acinetobacter"	2.83158522473215
"3203"	"HC-XY"	"Methane metabolism"	"Anaerospora"	0.048944533625264
"3204"	"HC-XY"	"Methane metabolism"	"Clostridium_sensu_stricto_10"	0.578037341356206
"3205"	"HC-XY"	"Methane metabolism"	"Enterobacteriaceae"	0.050384078731889
"3206"	"HC-XY"	"Methane metabolism"	"Klebsiella"	35.1273598245501
"3207"	"HC-XY"	"Methane metabolism"	"Lachnospiraceae"	0.843344904696805
"3208"	"HC-XY"	"Methane metabolism"	"Pseudomonas"	0.319938899947494
"3209"	"HC-XY"	"Methane metabolism"	"Serratia"	0.037693888806525
"3210"	"HC-XY"	"Methane metabolism"	"Stenotrophomonas"	0.099148669218824
"3211"	"HC-XY"	"Mismatch repair"	"Achromobacter"	0.060397968874503
"3212"	"HC-XY"	"Mismatch repair"	"Acinetobacter"	7.62258842851323
"3213"	"HC-XY"	"Mismatch repair"	"Anaerospora"	0.222341642646643
"3214"	"HC-XY"	"Mismatch repair"	"Clostridium_sensu_stricto_10"	2.33410284333954
"3215"	"HC-XY"	"Mismatch repair"	"Enterobacteriaceae"	0.127882774855585
"3216"	"HC-XY"	"Mismatch repair"	"Klebsiella"	88.9029909493675
"3217"	"HC-XY"	"Mismatch repair"	"Lachnospiraceae"	1.61308861740139
"3218"	"HC-XY"	"Mismatch repair"	"Pseudomonas"	0.990461779345513
"3219"	"HC-XY"	"Mismatch repair"	"Serratia"	0.12071601101472
"3220"	"HC-XY"	"Mismatch repair"	"Stenotrophomonas"	0.40036027809902
"3221"	"HC-XY"	"N-Glycan biosynthesis"	"Anaerospora"	0.012931368258948
"3222"	"HC-XY"	"N-Glycan biosynthesis"	"Clostridium_sensu_stricto_10"	0.106240064715666
"3223"	"HC-XY"	"N-Glycan biosynthesis"	"Lachnospiraceae"	0.062544717812443
"3224"	"HC-XY"	"N-Glycan biosynthesis"	"Pseudomonas"	0.045082299538056
"3225"	"HC-XY"	"N-Glycan biosynthesis"	"Stenotrophomonas"	0.022059392912322
"3226"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Achromobacter"	0.067722934245962
"3227"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Acinetobacter"	9.4017476250062
"3228"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Anaerospora"	0.137118777321996
"3229"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Clostridium_sensu_stricto_10"	1.12652485682189
"3230"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Enterobacteriaceae"	0.12905296689129
"3231"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Klebsiella"	75.8944964134254
"3232"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Lachnospiraceae"	0.81057511290236
"3233"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Pseudomonas"	1.0622971070959
"3234"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Serratia"	0.122997634393867
"3235"	"HC-XY"	"Nicotinate and nicotinamide metabolism"	"Stenotrophomonas"	0.36385767054072
"3236"	"HC-XY"	"Nitrogen metabolism"	"Achromobacter"	0.096108565885397
"3237"	"HC-XY"	"Nitrogen metabolism"	"Acinetobacter"	5.26674851800181
"3238"	"HC-XY"	"Nitrogen metabolism"	"Anaerospora"	0.07396742644118
"3239"	"HC-XY"	"Nitrogen metabolism"	"Clostridium_sensu_stricto_10"	0.747930055598291
"3240"	"HC-XY"	"Nitrogen metabolism"	"Enterobacteriaceae"	0.09103683254299
"3241"	"HC-XY"	"Nitrogen metabolism"	"Klebsiella"	55.9969676702102
"3242"	"HC-XY"	"Nitrogen metabolism"	"Lachnospiraceae"	0.825590275124241
"3243"	"HC-XY"	"Nitrogen metabolism"	"Pseudomonas"	0.872793319056765
"3244"	"HC-XY"	"Nitrogen metabolism"	"Serratia"	0.087033889464997
"3245"	"HC-XY"	"Nitrogen metabolism"	"Stenotrophomonas"	0.184416524747013
"3246"	"HC-XY"	"Nitrotoluene degradation"	"Acinetobacter"	0.997490249621555
"3247"	"HC-XY"	"Nitrotoluene degradation"	"Anaerospora"	0.05172547303579
"3248"	"HC-XY"	"Nitrotoluene degradation"	"Clostridium_sensu_stricto_10"	0.849920517725331
"3249"	"HC-XY"	"Nitrotoluene degradation"	"Enterobacteriaceae"	0.048682798151332
"3250"	"HC-XY"	"Nitrotoluene degradation"	"Klebsiella"	19.893769063309
"3251"	"HC-XY"	"Nitrotoluene degradation"	"Lachnospiraceae"	0.875626049374196
"3252"	"HC-XY"	"Nitrotoluene degradation"	"Pseudomonas"	0.090164599076112
"3253"	"HC-XY"	"Nitrotoluene degradation"	"Serratia"	0.010989127457702
"3254"	"HC-XY"	"Nitrotoluene degradation"	"Stenotrophomonas"	0.088237571649289
"3255"	"HC-XY"	"Non-homologous end-joining"	"Achromobacter"	0.025291727864578
"3256"	"HC-XY"	"Non-homologous end-joining"	"Pseudomonas"	0.198362117967447
"3257"	"HC-XY"	"Non-homologous end-joining"	"Stenotrophomonas"	0.097061328814217
"3258"	"HC-XY"	"Nucleotide excision repair"	"Achromobacter"	0.031614659830723
"3259"	"HC-XY"	"Nucleotide excision repair"	"Acinetobacter"	3.65746424861237
"3260"	"HC-XY"	"Nucleotide excision repair"	"Anaerospora"	0.094830033898948
"3261"	"HC-XY"	"Nucleotide excision repair"	"Clostridium_sensu_stricto_10"	1.16864071187233
"3262"	"HC-XY"	"Nucleotide excision repair"	"Enterobacteriaceae"	0.044625898305387
"3263"	"HC-XY"	"Nucleotide excision repair"	"Klebsiella"	27.7238393222218
"3264"	"HC-XY"	"Nucleotide excision repair"	"Lachnospiraceae"	0.630659237942129
"3265"	"HC-XY"	"Nucleotide excision repair"	"Pseudomonas"	0.454579853675398
"3266"	"HC-XY"	"Nucleotide excision repair"	"Serratia"	0.035256783926793
"3267"	"HC-XY"	"Nucleotide excision repair"	"Stenotrophomonas"	0.202211101696286
"3268"	"HC-XY"	"One carbon pool by folate"	"Achromobacter"	0.089893786030124
"3269"	"HC-XY"	"One carbon pool by folate"	"Acinetobacter"	10.1397176999396
"3270"	"HC-XY"	"One carbon pool by folate"	"Anaerospora"	0.242677534408628
"3271"	"HC-XY"	"One carbon pool by folate"	"Clostridium_sensu_stricto_10"	1.82761561452511
"3272"	"HC-XY"	"One carbon pool by folate"	"Enterobacteriaceae"	0.133234724773364
"3273"	"HC-XY"	"One carbon pool by folate"	"Klebsiella"	82.045031492024
"3274"	"HC-XY"	"One carbon pool by folate"	"Lachnospiraceae"	1.66281298368267
"3275"	"HC-XY"	"One carbon pool by folate"	"Pseudomonas"	1.19855737827372
"3276"	"HC-XY"	"One carbon pool by folate"	"Serratia"	0.120299853576617
"3277"	"HC-XY"	"One carbon pool by folate"	"Stenotrophomonas"	0.517474154253691
"3278"	"HC-XY"	"Other glycan degradation"	"Clostridium_sensu_stricto_10"	0.292160177968082
"3279"	"HC-XY"	"Other glycan degradation"	"Enterobacteriaceae"	0.050204135593561
"3280"	"HC-XY"	"Other glycan degradation"	"Klebsiella"	18.6933704323301
"3281"	"HC-XY"	"Other glycan degradation"	"Lachnospiraceae"	0.515993921952651
"3282"	"HC-XY"	"Other glycan degradation"	"Serratia"	0.04533015076302
"3283"	"HC-XY"	"Other glycan degradation"	"Stenotrophomonas"	0.181989991526658
"3284"	"HC-XY"	"Oxidative phosphorylation"	"Achromobacter"	0.060159935211861
"3285"	"HC-XY"	"Oxidative phosphorylation"	"Acinetobacter"	3.94153914170847
"3286"	"HC-XY"	"Oxidative phosphorylation"	"Anaerospora"	0.074575075202085
"3287"	"HC-XY"	"Oxidative phosphorylation"	"Clostridium_sensu_stricto_10"	0.476533105812018
"3288"	"HC-XY"	"Oxidative phosphorylation"	"Enterobacteriaceae"	0.055890688168883
"3289"	"HC-XY"	"Oxidative phosphorylation"	"Klebsiella"	35.132388332639
"3290"	"HC-XY"	"Oxidative phosphorylation"	"Lachnospiraceae"	0.320617582572521
"3291"	"HC-XY"	"Oxidative phosphorylation"	"Pseudomonas"	0.50071990943239
"3292"	"HC-XY"	"Oxidative phosphorylation"	"Serratia"	0.046943845450376
"3293"	"HC-XY"	"Oxidative phosphorylation"	"Stenotrophomonas"	0.235585749549071
"3294"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Achromobacter"	0.151668895255442
"3295"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Acinetobacter"	9.69669639343526
"3296"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Anaerospora"	0.287330389172895
"3297"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Clostridium_sensu_stricto_10"	1.6229237300219
"3298"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Enterobacteriaceae"	0.177468769783258
"3299"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Klebsiella"	113.77139019378
"3300"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Lachnospiraceae"	1.82400922676818
"3301"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Pseudomonas"	1.0017126116655
"3302"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Serratia"	0.167869962909664
"3303"	"HC-XY"	"Pantothenate and CoA biosynthesis"	"Stenotrophomonas"	0.428882860309541
"3304"	"HC-XY"	"Penicillin and cephalosporin biosynthesis"	"Achromobacter"	0.01806551990327
"3305"	"HC-XY"	"Penicillin and cephalosporin biosynthesis"	"Acinetobacter"	3.13496935595346
"3306"	"HC-XY"	"Penicillin and cephalosporin biosynthesis"	"Pseudomonas"	0.283374454239209
"3307"	"HC-XY"	"Penicillin and cephalosporin biosynthesis"	"Serratia"	0.017268628862102
"3308"	"HC-XY"	"Penicillin and cephalosporin biosynthesis"	"Stenotrophomonas"	0.138659041163168
"3309"	"HC-XY"	"Pentose and glucuronate interconversions"	"Achromobacter"	0.063189839640003
"3310"	"HC-XY"	"Pentose and glucuronate interconversions"	"Acinetobacter"	2.53050961091009
"3311"	"HC-XY"	"Pentose and glucuronate interconversions"	"Anaerospora"	0.054675474562114
"3312"	"HC-XY"	"Pentose and glucuronate interconversions"	"Clostridium_sensu_stricto_10"	0.449196545912273
"3313"	"HC-XY"	"Pentose and glucuronate interconversions"	"Enterobacteriaceae"	0.113210394387437
"3314"	"HC-XY"	"Pentose and glucuronate interconversions"	"Klebsiella"	86.0089169655334
"3315"	"HC-XY"	"Pentose and glucuronate interconversions"	"Lachnospiraceae"	2.43291281674859
"3316"	"HC-XY"	"Pentose and glucuronate interconversions"	"Pseudomonas"	0.571841139831996
"3317"	"HC-XY"	"Pentose and glucuronate interconversions"	"Serratia"	0.097573208662672
"3318"	"HC-XY"	"Pentose and glucuronate interconversions"	"Stenotrophomonas"	0.167885868949551
"3319"	"HC-XY"	"Pentose phosphate pathway"	"Achromobacter"	0.075236954007148
"3320"	"HC-XY"	"Pentose phosphate pathway"	"Acinetobacter"	7.83367032370854
"3321"	"HC-XY"	"Pentose phosphate pathway"	"Anaerospora"	0.203109906715371
"3322"	"HC-XY"	"Pentose phosphate pathway"	"Clostridium_sensu_stricto_10"	1.66868727281844
"3323"	"HC-XY"	"Pentose phosphate pathway"	"Enterobacteriaceae"	0.153991824699236
"3324"	"HC-XY"	"Pentose phosphate pathway"	"Klebsiella"	126.660598967649
"3325"	"HC-XY"	"Pentose phosphate pathway"	"Lachnospiraceae"	3.11085389902004
"3326"	"HC-XY"	"Pentose phosphate pathway"	"Pseudomonas"	1.21950020025467
"3327"	"HC-XY"	"Pentose phosphate pathway"	"Serratia"	0.17260359523616
"3328"	"HC-XY"	"Pentose phosphate pathway"	"Stenotrophomonas"	0.365730583660685
"3329"	"HC-XY"	"Peptidoglycan biosynthesis"	"Achromobacter"	0.092937922726918
"3330"	"HC-XY"	"Peptidoglycan biosynthesis"	"Acinetobacter"	10.3678873655217
"3331"	"HC-XY"	"Peptidoglycan biosynthesis"	"Anaerospora"	0.238948090444153
"3332"	"HC-XY"	"Peptidoglycan biosynthesis"	"Clostridium_sensu_stricto_10"	2.08581770616875
"3333"	"HC-XY"	"Peptidoglycan biosynthesis"	"Enterobacteriaceae"	0.16866924031352
"3334"	"HC-XY"	"Peptidoglycan biosynthesis"	"Klebsiella"	102.101259884055
"3335"	"HC-XY"	"Peptidoglycan biosynthesis"	"Lachnospiraceae"	1.37240831363643
"3336"	"HC-XY"	"Peptidoglycan biosynthesis"	"Pseudomonas"	1.24955795532266
"3337"	"HC-XY"	"Peptidoglycan biosynthesis"	"Serratia"	0.152294268233082
"3338"	"HC-XY"	"Peptidoglycan biosynthesis"	"Stenotrophomonas"	0.534997746619445
"3339"	"HC-XY"	"Peroxisome"	"Achromobacter"	0.046970351748503
"3340"	"HC-XY"	"Peroxisome"	"Acinetobacter"	3.13496935595346
"3341"	"HC-XY"	"Peroxisome"	"Anaerospora"	0.01625657723982
"3342"	"HC-XY"	"Peroxisome"	"Clostridium_sensu_stricto_10"	0.133558938499695
"3343"	"HC-XY"	"Peroxisome"	"Enterobacteriaceae"	0.026775538983232
"3344"	"HC-XY"	"Peroxisome"	"Klebsiella"	16.342083648537
"3345"	"HC-XY"	"Peroxisome"	"Lachnospiraceae"	0.235882935749783
"3346"	"HC-XY"	"Peroxisome"	"Pseudomonas"	0.425061681358814
"3347"	"HC-XY"	"Peroxisome"	"Serratia"	0.031083531951785
"3348"	"HC-XY"	"Peroxisome"	"Stenotrophomonas"	0.152524945279484
"3349"	"HC-XY"	"Phenylalanine metabolism"	"Achromobacter"	0.111867257862558
"3350"	"HC-XY"	"Phenylalanine metabolism"	"Acinetobacter"	5.48619637291855
"3351"	"HC-XY"	"Phenylalanine metabolism"	"Anaerospora"	0.043767707953361
"3352"	"HC-XY"	"Phenylalanine metabolism"	"Clostridium_sensu_stricto_10"	0.269686318124384
"3353"	"HC-XY"	"Phenylalanine metabolism"	"Enterobacteriaceae"	0.046342279009441
"3354"	"HC-XY"	"Phenylalanine metabolism"	"Klebsiella"	62.7428330056404
"3355"	"HC-XY"	"Phenylalanine metabolism"	"Lachnospiraceae"	0.317534721201631
"3356"	"HC-XY"	"Phenylalanine metabolism"	"Pseudomonas"	1.02995715098482
"3357"	"HC-XY"	"Phenylalanine metabolism"	"Serratia"	0.05114170855315
"3358"	"HC-XY"	"Phenylalanine metabolism"	"Stenotrophomonas"	0.223987681878963
"3359"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Achromobacter"	0.097671413901718
"3360"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Acinetobacter"	8.47462157673926
"3361"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Anaerospora"	0.201417670926569
"3362"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Clostridium_sensu_stricto_10"	1.20347955961829
"3363"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Enterobacteriaceae"	0.094784786318385
"3364"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Klebsiella"	72.0735975466089
"3365"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Lachnospiraceae"	0.885627395498336
"3366"	"HC-XY"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Pseudomonas"	1.11713205541536
